judul,review,rating
Mencintai pengalaman,"Jeep naik ke gunung yang benar-benar baik dan beberapa dari pemandangan dari atas di lantai. Menunggu waktu yang agak lama untuk tumpangan, tapi pada akhirnya itu layak di tunggu",5
Mencintai pengalaman,"Jeep naik ke gunung yang benar-benar baik dan beberapa dari pemandangan dari atas di lantai. Menunggu waktu yang agak lama untuk tumpangan, tapi pada akhirnya itu layak di tunggu",5
Cobalah tur jipnya,Aku mengambil tur jeep untuk keluarga saya dengan 4 anak-anak. Khawatir pada awalnya karena merupakan harta 2 tahun tapi tidak ada yang perlu dikhawatirkan. Menyenangkan untuk orang dewasa dan anak-anak muda... Pergi di pagi hari untuk udara dingin...,5
Cobalah tur jipnya,Aku mengambil tur jeep untuk keluarga saya dengan 4 anak-anak. Khawatir pada awalnya karena merupakan harta 2 tahun tapi tidak ada yang perlu dikhawatirkan. Menyenangkan untuk orang dewasa dan anak-anak muda... Pergi di pagi hari untuk udara dingin...,5
Naik gunung,"Saat berkendara di sepanjang sisi desa gunung berapi yang menyegarkan. Namun, kunjungan kami ke atas tidak mengizinkan kami untuk melihat pemandangan gunung berapi sebagai itu sangat berkabut di hari itu. Perjalanan oleh jeep menaktkan dan benar-benar bertonjol. Ini adalah pengalaman yang luar biasa.",4
Naik gunung,"Saat berkendara di sepanjang sisi desa gunung berapi yang menyegarkan. Namun, kunjungan kami ke atas tidak mengizinkan kami untuk melihat pemandangan gunung berapi sebagai itu sangat berkabut di hari itu. Perjalanan oleh jeep menaktkan dan benar-benar bertonjol. Ini adalah pengalaman yang luar biasa.",4
Holiday,Tidak ada yang istimewa. Hanya meminta sopir jeqp tentang beberapa tempat yang baik untuk mengambil gambar. Dan cobalah untuk berdiri ketika anda tidak duduk di luar... keren banget... anda akan merasakan sensasi.,2
Holiday,Tidak ada yang istimewa. Hanya meminta sopir jeqp tentang beberapa tempat yang baik untuk mengambil gambar. Dan cobalah untuk berdiri ketika anda tidak duduk di luar... keren banget... anda akan merasakan sensasi.,2
Layak setiap micro-kalori anda akan terbakar,"Sebagai sebuah keputusan spontan (setelah mencari merapi dari Prambangan temple dan mengagumi kemegahan hotel ini dan memutuskan untuk pergi pada malam/pagi berikutnya). Saya memesan tur saya dari hostel untuk mendaki merapi. Saya telah membaca tentang hal itu sebelum termasuk masakat memperata, dan aku tidak menganggap diriku 'dekat', tapi aku memutuskan untuk mencobanya lagi. Hotel ini sangat berharga.Ya, pendakian ini tidak sulit. ini tidak mudah. ini adalah lebih dari sebuah tantangan mental daripada fisik menantang, tetapi melakukannya jika anda bisa. Pemandangan matahari terbit dari puncak adalah pemandangan yang fantastis dalam segala hal, dan kata-kata tidak dapat menggambarkan keindahan tempat anda akan mempecermin dari mata telanjang. Melakukan tur matahari terbit. Sangat direkomendasikan.",5
Layak setiap micro-kalori anda akan terbakar,"Sebagai sebuah keputusan spontan (setelah mencari merapi dari Prambangan temple dan mengagumi kemegahan hotel ini dan memutuskan untuk pergi pada malam/pagi berikutnya). Saya memesan tur saya dari hostel untuk mendaki merapi. Saya telah membaca tentang hal itu sebelum termasuk masakat memperata, dan aku tidak menganggap diriku 'dekat', tapi aku memutuskan untuk mencobanya lagi. Hotel ini sangat berharga.Ya, pendakian ini tidak sulit. ini tidak mudah. ini adalah lebih dari sebuah tantangan mental daripada fisik menantang, tetapi melakukannya jika anda bisa. Pemandangan matahari terbit dari puncak adalah pemandangan yang fantastis dalam segala hal, dan kata-kata tidak dapat menggambarkan keindahan tempat anda akan mempecermin dari mata telanjang. Melakukan tur matahari terbit. Sangat direkomendasikan.",5
Brewery mikro,Tidak benar-benar dapat melihat merapi jika hari mendung di merapi di sana. jadi benar-benar membuang-buang uang dan waktu di sana. Museum menunjukkan perusakan itu terjadi di 2010,3
Brewery mikro,Tidak benar-benar dapat melihat merapi jika hari mendung di merapi di sana. jadi benar-benar membuang-buang uang dan waktu di sana. Museum menunjukkan perusakan itu terjadi di 2010,3
sangat bagus tapi pergi trekking dengan berjalan kaki,Kami melakukan 5 jam trekking melalui Vogels hostel dan itu hebat. Kami berjalan melalui hutan untuk melihat beberapa pemandangan yang sangat indah. Karena kami mulai sekitar 5am juga dapat melihat matahari terbenam. Panduan kami memberitahu kami tentang letusan terakhir dekads. Apa persisnya yang didatangi dan bagaimana segala sesuatu perubahan pada setiap letusan.,4
sangat bagus tapi pergi trekking dengan berjalan kaki,Kami melakukan 5 jam trekking melalui Vogels hostel dan itu hebat. Kami berjalan melalui hutan untuk melihat beberapa pemandangan yang sangat indah. Karena kami mulai sekitar 5am juga dapat melihat matahari terbenam. Panduan kami memberitahu kami tentang letusan terakhir dekads. Apa persisnya yang didatangi dan bagaimana segala sesuatu perubahan pada setiap letusan.,4
Tempat dingin,"Aku cinta lingkungan, kecuali untuk debu! Pemandangan yang menakjubkan! Aku hanya mencintai tempat ini! Harus pergi di sini di awal pagi untuk merasakan lingkungan yang dingin, bepergian dengan udara terbuka jipnya sangat menakjubkan!",5
Tempat dingin,"Aku cinta lingkungan, kecuali untuk debu! Pemandangan yang menakjubkan! Aku hanya mencintai tempat ini! Harus pergi di sini di awal pagi untuk merasakan lingkungan yang dingin, bepergian dengan udara terbuka jipnya sangat menakjubkan!",5
Pengalaman luar biasa...,"Saya sangat skeptis setelah membaca ta ulasan tentang tur di gunung berapi, tapi suami saya sangat bersemangat untuk mengunjungi. Harus mengakui bahwa itu adalah pengalaman yang sangat menyenangkan dengan tidak ada bertonjol, tetapi sama seperti yang disebutkan oleh banyak pengulas (terima kasih kepada musim hujan). Sopir jeep anda untuk bertepuk tangan keterampilan mereka sebagai tempat yang baik! ",4
Pengalaman luar biasa...,"Saya sangat skeptis setelah membaca ta ulasan tentang tur di gunung berapi, tapi suami saya sangat bersemangat untuk mengunjungi. Harus mengakui bahwa itu adalah pengalaman yang sangat menyenangkan dengan tidak ada bertonjol, tetapi sama seperti yang disebutkan oleh banyak pengulas (terima kasih kepada musim hujan). Sopir jeep anda untuk bertepuk tangan keterampilan mereka sebagai tempat yang baik! ",4
Gunung berapi jarang ddur,"Gunung merapi, gunung merapi atau indonesia, meletus secara teratur. Gunung berapi ini, atau ""gunung api"" seperti yang terkenal dikenal dengan kecenderungan ini. Gunung merapi, ini tak terduga dan harus diperlakukan dengan baik. Menikmati pemandangan matahari terbit yang sangat spektakuler. Jika anda memiliki waktu dan energi, membuat perjalanan ke puncaknya sedikit, tapi itu semua tergantung pada gunung berapi ini adalah berperilaku.",5
Gunung berapi jarang ddur,"Gunung merapi, gunung merapi atau indonesia, meletus secara teratur. Gunung berapi ini, atau ""gunung api"" seperti yang terkenal dikenal dengan kecenderungan ini. Gunung merapi, ini tak terduga dan harus diperlakukan dengan baik. Menikmati pemandangan matahari terbit yang sangat spektakuler. Jika anda memiliki waktu dan energi, membuat perjalanan ke puncaknya sedikit, tapi itu semua tergantung pada gunung berapi ini adalah berperilaku.",5
Cara kuno-walking!,"Ketika saya membaca bahwa orang-orang mengeluh tentang jeqp tidak mereka semua jalan ke atas-aku harus tertawa. Apakah mereka benar-benar lasat? Pendakian dari dataran tinggi yang dicintai 50 derajat menggendengkan! Kami naik skuter dari selatan jogja untuk sisi utara dari gunung berapi. Butuh waktu 3 jam dengan banyak istirahat. Jalan-jalan di gunung sangat buruk (namun bersenangl.) Ketika kami tiba, kami harus taman sepeda kami di rego pt sebelum Selo. Fantastis - tempat parkir yang aman! Kemudian kami tur untuk dataran tinggi. Setiap orang adalah sangat rapi untuk gunung dan setelah kami mulai aku bersyukur aku mengenakan sepatu, kaos dan celana pendek. Hal yang dapat dilakukan di yang mengesankan. Saya melihat seorang gadis diiniin di sangat welcome dan memberi saya rasa syalku. Matahari terbenam di jalan itu luar biasa menakjubkan! Jika anda bisa, pastikan anda berjalan untuk matahari terbenam. Wow! Kami berhasil untuk dataran tinggi kurang dari 2 jam. Kami memiliki tempat tidur. Kami berkemah di dataran tinggi (tanpa bivvy tas & tenda-hanya bisa menjawab - nikmati kesetan mengatakan... menginap. berdarah dingin) Kami terbangun di empat jam menuju kawah pun pengunjung rim-itu tentang 20min. Abu itu kerja keras. Ada sebuah jalan dekat puncak kawah rim. Kami mendaki ke puncak tertinggi. (Aku tak ingin seperti ini tampak sedikit menakutkan tapi suami saya bersikeras-itu tidak seburuk yang saya pikir.) Kami menemukan tempat yang nyaman untuk angin dengan pemandangan terbaik, mengambil kantong tidur kami untuk kehangatan dan puding natal makan dan memiliki tengah lafia. Para pendaki lain yang kemudian disebut hotel dan mengatakan kepada kita itu terlalu berbahaya. Tidak hanya hotel ini tapi itu tamasyawan gratis. :) Lihat penolong. Namun sunrise tidak terlihat karena memurungkan. Yang turun cepat dan menyenangkan. Jika anda bisa, lari dan melompat ke dalam abu vulkanik. Anda akan mendapatkan kombinasi tersedia dan penduduk setempat akan berpikir anda gila tapi hotel ini sangat menyenangkan. Jika anda pergi ke jogja anda akan bodoh untuk tidak mendaki gunung ini. Hotel ini dapat dengan mudah dilakukan dalam satu hari. ",5
Cara kuno-walking!,"Ketika saya membaca bahwa orang-orang mengeluh tentang jeqp tidak mereka semua jalan ke atas-aku harus tertawa. Apakah mereka benar-benar lasat? Pendakian dari dataran tinggi yang dicintai 50 derajat menggendengkan! Kami naik skuter dari selatan jogja untuk sisi utara dari gunung berapi. Butuh waktu 3 jam dengan banyak istirahat. Jalan-jalan di gunung sangat buruk (namun bersenangl.) Ketika kami tiba, kami harus taman sepeda kami di rego pt sebelum Selo. Fantastis - tempat parkir yang aman! Kemudian kami tur untuk dataran tinggi. Setiap orang adalah sangat rapi untuk gunung dan setelah kami mulai aku bersyukur aku mengenakan sepatu, kaos dan celana pendek. Hal yang dapat dilakukan di yang mengesankan. Saya melihat seorang gadis diiniin di sangat welcome dan memberi saya rasa syalku. Matahari terbenam di jalan itu luar biasa menakjubkan! Jika anda bisa, pastikan anda berjalan untuk matahari terbenam. Wow! Kami berhasil untuk dataran tinggi kurang dari 2 jam. Kami memiliki tempat tidur. Kami berkemah di dataran tinggi (tanpa bivvy tas & tenda-hanya bisa menjawab - nikmati kesetan mengatakan... menginap. berdarah dingin) Kami terbangun di empat jam menuju kawah pun pengunjung rim-itu tentang 20min. Abu itu kerja keras. Ada sebuah jalan dekat puncak kawah rim. Kami mendaki ke puncak tertinggi. (Aku tak ingin seperti ini tampak sedikit menakutkan tapi suami saya bersikeras-itu tidak seburuk yang saya pikir.) Kami menemukan tempat yang nyaman untuk angin dengan pemandangan terbaik, mengambil kantong tidur kami untuk kehangatan dan puding natal makan dan memiliki tengah lafia. Para pendaki lain yang kemudian disebut hotel dan mengatakan kepada kita itu terlalu berbahaya. Tidak hanya hotel ini tapi itu tamasyawan gratis. :) Lihat penolong. Namun sunrise tidak terlihat karena memurungkan. Yang turun cepat dan menyenangkan. Jika anda bisa, lari dan melompat ke dalam abu vulkanik. Anda akan mendapatkan kombinasi tersedia dan penduduk setempat akan berpikir anda gila tapi hotel ini sangat menyenangkan. Jika anda pergi ke jogja anda akan bodoh untuk tidak mendaki gunung ini. Hotel ini dapat dengan mudah dilakukan dalam satu hari. ",5
Mendaki ke puncak,"Benar-benar fantastis di salah satu gunung berapi paling aktif di dunia. Ini akan menjadi akhir pekan perjalanan Guieded. Pemandu setempat/porter adalah baik-baik saja, tapi tinggal di sini. Untuk komunikasi lebih lanjut melelas, mendapatkan salah satu dari jogja",4
Mendaki ke puncak,"Benar-benar fantastis di salah satu gunung berapi paling aktif di dunia. Ini akan menjadi akhir pekan perjalanan Guieded. Pemandu setempat/porter adalah baik-baik saja, tapi tinggal di sini. Untuk komunikasi lebih lanjut melelas, mendapatkan salah satu dari jogja",4
Mengagumkan dan luar biasa,"Itu akan baik untuk pergi di pagi hari dan ketika cuaca bagus sehingga anda mendapatkan pengalaman terbaik mungkin. Meskipun agak jauh dari pusat kota jogja, selama berkendara, ada yang sangat baik. Setelah parkir, kami mencapai titik tertentu, satu-satunya cara untuk sampai ke gunung berapi ini adalah oleh jauh.Pada awalnya saya takut untuk mengambil jeqp tapi itu benar-benar benar-benar menyenangkan. Anda memiliki pilihan untuk duduk atau berdiri dan saya pribadi menyukai berdiri dan berharap aku telah berdiri dari awal. Jalan adalah bertonjol dan kadang-kadang tidak ada air. Tidak memiliki jajaran jipnya kecewa dan itu adalah sulit untuk mendapatkan pada orang tua untuk makan malam. Namun, meski hanya satu yang berpengalaman dan tidak benar-benar ingin keluar dari jeep ini karena relatif aman. Selain itu, anda dapat memilih apakah anda ingin untuk supir untuk berkendara jeep untuk berkendara cepat atau lambat untuk petualangan yang lebih seru. Seluruh perjalanan adalah sekitar 1,5 jam dan sangat layak. Di sepanjang perjalanan, anda akan dapat mengunjungi museum, alien dermimil dan akhirnya akan kembali ke hotel ini dari 4 km jauhnya. Pemandangan dari atas adalah luar biasa dan semua orang melihatnya.Jelas tidak membuang-buang waktu!",5
Mengagumkan dan luar biasa,"Itu akan baik untuk pergi di pagi hari dan ketika cuaca bagus sehingga anda mendapatkan pengalaman terbaik mungkin. Meskipun agak jauh dari pusat kota jogja, selama berkendara, ada yang sangat baik. Setelah parkir, kami mencapai titik tertentu, satu-satunya cara untuk sampai ke gunung berapi ini adalah oleh jauh.Pada awalnya saya takut untuk mengambil jeqp tapi itu benar-benar benar-benar menyenangkan. Anda memiliki pilihan untuk duduk atau berdiri dan saya pribadi menyukai berdiri dan berharap aku telah berdiri dari awal. Jalan adalah bertonjol dan kadang-kadang tidak ada air. Tidak memiliki jajaran jipnya kecewa dan itu adalah sulit untuk mendapatkan pada orang tua untuk makan malam. Namun, meski hanya satu yang berpengalaman dan tidak benar-benar ingin keluar dari jeep ini karena relatif aman. Selain itu, anda dapat memilih apakah anda ingin untuk supir untuk berkendara jeep untuk berkendara cepat atau lambat untuk petualangan yang lebih seru. Seluruh perjalanan adalah sekitar 1,5 jam dan sangat layak. Di sepanjang perjalanan, anda akan dapat mengunjungi museum, alien dermimil dan akhirnya akan kembali ke hotel ini dari 4 km jauhnya. Pemandangan dari atas adalah luar biasa dan semua orang melihatnya.Jelas tidak membuang-buang waktu!",5
Patut dicoba,"Aku mengambil tur gunung dan wisata, tapi tidak satu jeqpBerikut adalah tips untuk semua masa depan wisatawan:Jangan berharap jeqp pergi semua jalan ke puncak gunung, hanya mengemudi di sekitar jipnya reruntuh dan lembah. Aku tidak mengambil tur jeep karena aku pergi dengan ayah saya, jadi kami menyewa sepeda manual tersebut. Teman-teman saya bilang jeqp sangat menyenangkan karena lajat, tetapi aku tidak tahu karena aku tidak pernah mendapat di luar dengan teman-teman saya. Ayah saya lulus berkendara sepeda motor melalui pasir adalah tempat yang menarik. Ia akan melakukannya lagi.Tempat ini hanya baik untuk foto aka salmonell hak-hak membual tapi melakukannya sekali.Bagi kaum muda yang mencengangkan (dan secara keseluruhan sangat baik). Saya merekomendasikan mendaki pegunungan dari utara, kampung selo, yang berjarak dua jam berkendara dari jogja. Sekarang itu adalah definisi lajat. Brewery mikro adalah hanya menunjukkan, ini adalah lokasi yang hebat.",3
Patut dicoba,"Aku mengambil tur gunung dan wisata, tapi tidak satu jeqpBerikut adalah tips untuk semua masa depan wisatawan:Jangan berharap jeqp pergi semua jalan ke puncak gunung, hanya mengemudi di sekitar jipnya reruntuh dan lembah. Aku tidak mengambil tur jeep karena aku pergi dengan ayah saya, jadi kami menyewa sepeda manual tersebut. Teman-teman saya bilang jeqp sangat menyenangkan karena lajat, tetapi aku tidak tahu karena aku tidak pernah mendapat di luar dengan teman-teman saya. Ayah saya lulus berkendara sepeda motor melalui pasir adalah tempat yang menarik. Ia akan melakukannya lagi.Tempat ini hanya baik untuk foto aka salmonell hak-hak membual tapi melakukannya sekali.Bagi kaum muda yang mencengangkan (dan secara keseluruhan sangat baik). Saya merekomendasikan mendaki pegunungan dari utara, kampung selo, yang berjarak dua jam berkendara dari jogja. Sekarang itu adalah definisi lajat. Brewery mikro adalah hanya menunjukkan, ini adalah lokasi yang hebat.",3
Wow! Wajib Dikunjungi!,Kami pergi ke off-road perjalanan ke gunung merapi. Pengalaman yang sangat bagus. Kami senang bahwa ada tidak ada awan dan kita bisa melihat dan menikmati semua kemegahan gunung berapi di kota ini!,5
Wow! Wajib Dikunjungi!,Kami pergi ke off-road perjalanan ke gunung merapi. Pengalaman yang sangat bagus. Kami senang bahwa ada tidak ada awan dan kita bisa melihat dan menikmati semua kemegahan gunung berapi di kota ini!,5
pemandangan yang indah,"meskipun kami tidak membawa kami dekat dengan gunung berapi masih bagus terlihat dari jauh. Namun pengalaman terbaik adalah road jipnya memperkuda yang menakjubkan. Ke atas itu semua, itu adalah hujan dan ditambahkan ke petualangan bahkan lebih. Saya sangat menikmati cemasan.",4
pemandangan yang indah,"meskipun kami tidak membawa kami dekat dengan gunung berapi masih bagus terlihat dari jauh. Namun pengalaman terbaik adalah road jipnya memperkuda yang menakjubkan. Ke atas itu semua, itu adalah hujan dan ditambahkan ke petualangan bahkan lebih. Saya sangat menikmati cemasan.",4
Gunung merapi merupakan salah satu tempat yang harus anda kunjungi,Jika anda datang ke gunung merapi. Aku suka untuk menyarankan bahwa anda mendapatkan mr Triono untuk memandu anda. Ia adalah salah satu langsar pergi priaberuntung yang akan membawa anda ke tempat-tempat makan di sekitar. Anda akan mendapatkan untuk naik di sebuah jip dan menjelajahi daerah gunung berapi dan cari tahu lebih lanjut tentang sejarah itu. Amaris hotel hadir di tindih iava viiiagers di hanya 9 menit hanya. Salah satu yang terburuk yang pernah menghadapi kehancuran yang orang-orang indonesia. Aku pasti akan datang kembali!,5
Gunung merapi merupakan salah satu tempat yang harus anda kunjungi,Jika anda datang ke gunung merapi. Aku suka untuk menyarankan bahwa anda mendapatkan mr Triono untuk memandu anda. Ia adalah salah satu langsar pergi priaberuntung yang akan membawa anda ke tempat-tempat makan di sekitar. Anda akan mendapatkan untuk naik di sebuah jip dan menjelajahi daerah gunung berapi dan cari tahu lebih lanjut tentang sejarah itu. Amaris hotel hadir di tindih iava viiiagers di hanya 9 menit hanya. Salah satu yang terburuk yang pernah menghadapi kehancuran yang orang-orang indonesia. Aku pasti akan datang kembali!,5
Sangat menyenangkan,"Menyenangkan jipnya memperkuda. Kami memilih untuk berdiri di belakang jeqp dan berkendara ke gunung berapi. Lebih satu jam perjalanan paket. Pemandangan di tempat sangat bagus dan kami juga mengunjungi reruntuhan rumah, yang sudah dibakar selama 2010 karena letusan gunung merapi.",5
Sangat menyenangkan,"Menyenangkan jipnya memperkuda. Kami memilih untuk berdiri di belakang jeqp dan berkendara ke gunung berapi. Lebih satu jam perjalanan paket. Pemandangan di tempat sangat bagus dan kami juga mengunjungi reruntuhan rumah, yang sudah dibakar selama 2010 karena letusan gunung merapi.",5
Makan malam awal,Karena kami tidak dapat untuk mendapatkan dekat dengan gunung. jadi kami mengambil sebuah jip naik di sekitar desa. Lihat akibat dari letusan tersebut.,3
Makan malam awal,Karena kami tidak dapat untuk mendapatkan dekat dengan gunung. jadi kami mengambil sebuah jip naik di sekitar desa. Lihat akibat dari letusan tersebut.,3
Berat dan indah,"Mendaki merapi bukanlah sesuatu yang anda lakukan. Ini untuk memastikan perjalanan yang berat. Pergi di sore hari dan mulai mendaki gunung di tengah malam. Bersama dengan menggunakan dan sekelompok kecil orang lain anda akan memiliki petualangan sejati. Berawal dengan alam hijau yang semakin kurang dan kurang semakin tinggianda. Dulu batu, besar batu dan jalan yang semakin kecil dan lebih kecil akan membawa anda atas dan ke atas. Bagian terakhir, setelah pos 2, di mana anda memilih untuk menghentikan atau untuk pergi melalui. Percaya padaku, bagian terakhir ini sangat berat. Dulu batu dan pasir, angin dan asap, serta tinggi 2900m membuat anda untuk memberikan tempat langkab. Dan di atas anda akan menemukan hanya kecil lembidang di antara kawah dan kecil. Jika anda beruntung anda akan mengalami matahari terbit paling indah. Ini adalah perjalanan yang khusus di atas anda akan pernah lupa. Membawa beberapa tempat (hangat) dan pakaian terbuka lebar.",4
Berat dan indah,"Mendaki merapi bukanlah sesuatu yang anda lakukan. Ini untuk memastikan perjalanan yang berat. Pergi di sore hari dan mulai mendaki gunung di tengah malam. Bersama dengan menggunakan dan sekelompok kecil orang lain anda akan memiliki petualangan sejati. Berawal dengan alam hijau yang semakin kurang dan kurang semakin tinggianda. Dulu batu, besar batu dan jalan yang semakin kecil dan lebih kecil akan membawa anda atas dan ke atas. Bagian terakhir, setelah pos 2, di mana anda memilih untuk menghentikan atau untuk pergi melalui. Percaya padaku, bagian terakhir ini sangat berat. Dulu batu dan pasir, angin dan asap, serta tinggi 2900m membuat anda untuk memberikan tempat langkab. Dan di atas anda akan menemukan hanya kecil lembidang di antara kawah dan kecil. Jika anda beruntung anda akan mengalami matahari terbit paling indah. Ini adalah perjalanan yang khusus di atas anda akan pernah lupa. Membawa beberapa tempat (hangat) dan pakaian terbuka lebar.",4
Indah,Ini adalah tur yang sangat menarik di orang-orang seperti untuk dilakukan di indonesia dan khususnya menggunakan jeep tur ini dihiasi untuk melihat sekeliling.,4
Indah,Ini adalah tur yang sangat menarik di orang-orang seperti untuk dilakukan di indonesia dan khususnya menggunakan jeep tur ini dihiasi untuk melihat sekeliling.,4
Menakjubkan,"Kami mencintai merapi. Tempat ini adalah menakjubkan, tidak seperti tempat yang pernah saya kunjungi sebelumnya. Kami datang ke sini pada motorcyce yang kami menyewa harga 60k/hari dipandu oleh staf kami flamboya navigasi google. Ini akan membuat anda di sana, tidak ada masalah.Saat tiba di kawasan parkir, kami berjalan untuk ""dekat merapi jipnya"" dan tidak 'dekat' 300K untuk perjalanan. Ini banyak untuk kami. Panduan kami sangat ramah, informatif dan pasien di menunggu kami untuk mengambil foto kita. Jalan-jalan yang gila tapi saya kira itu sebabnya jipnya digunakan. Anda perlu tempat untuk mengambil foto dan pastikan untuk berhenti dan mengagumi keindahan gunung merapi.",5
Menakjubkan,"Kami mencintai merapi. Tempat ini adalah menakjubkan, tidak seperti tempat yang pernah saya kunjungi sebelumnya. Kami datang ke sini pada motorcyce yang kami menyewa harga 60k/hari dipandu oleh staf kami flamboya navigasi google. Ini akan membuat anda di sana, tidak ada masalah.Saat tiba di kawasan parkir, kami berjalan untuk ""dekat merapi jipnya"" dan tidak 'dekat' 300K untuk perjalanan. Ini banyak untuk kami. Panduan kami sangat ramah, informatif dan pasien di menunggu kami untuk mengambil foto kita. Jalan-jalan yang gila tapi saya kira itu sebabnya jipnya digunakan. Anda perlu tempat untuk mengambil foto dan pastikan untuk berhenti dan mengagumi keindahan gunung merapi.",5
"Makanan, tapi...","Saya mengunjungi tempat ini di pagi hari, indah sekali, tapi ini mengerikan saat aku mencoba berkeliling iava tur...",4
"Makanan, tapi...","Saya mengunjungi tempat ini di pagi hari, indah sekali, tapi ini mengerikan saat aku mencoba berkeliling iava tur...",4
Itu dilunasi kembali perjalanan saya,"Ada total 3 hari berhenti di sementara menuju ke puncak gunung. Aku telah berhenti istirahat di 2nd station, dan berakhir karena saya kedenokan. Meskipun aku hanya melihat sunrise di 2nd berhenti, itu benar-benar luar biasa, sangat bagus kombinasi dari semua alam, tapi saya sarankan untuk mencapai puncak, tentu saja, karena cloud akan di bawah kaki anda :) ",5
Itu dilunasi kembali perjalanan saya,"Ada total 3 hari berhenti di sementara menuju ke puncak gunung. Aku telah berhenti istirahat di 2nd station, dan berakhir karena saya kedenokan. Meskipun aku hanya melihat sunrise di 2nd berhenti, itu benar-benar luar biasa, sangat bagus kombinasi dari semua alam, tapi saya sarankan untuk mencapai puncak, tentu saja, karena cloud akan di bawah kaki anda :) ",5
Yang pasti bergelombang naik!,"Ada dua pilihan jalan ke merapi untuk dikunjungi. Jip atau sepeda. Kami memiliki sebuah jip untuk tur lava merapi dan itu mengagumkan! Perjalanan itu begitu menyenangkan dan petualangan. Ketika kami tiba di sana, kabut juga mencakup pemandangan gunung berapi. Cuaca yang berangin dan baik-baik saja. Pemandangan sekitarnya adalah tenang dan damai. Kami pergi ke museum ini terletak di desa itu sendiri, di mana ada sebuah cerita tentang letusan gunung berapi. Bagaimana itu terjadi, sisa yang menarik, foto sebelum dan setelah bencana terjadi di desa.",5
Yang pasti bergelombang naik!,"Ada dua pilihan jalan ke merapi untuk dikunjungi. Jip atau sepeda. Kami memiliki sebuah jip untuk tur lava merapi dan itu mengagumkan! Perjalanan itu begitu menyenangkan dan petualangan. Ketika kami tiba di sana, kabut juga mencakup pemandangan gunung berapi. Cuaca yang berangin dan baik-baik saja. Pemandangan sekitarnya adalah tenang dan damai. Kami pergi ke museum ini terletak di desa itu sendiri, di mana ada sebuah cerita tentang letusan gunung berapi. Bagaimana itu terjadi, sisa yang menarik, foto sebelum dan setelah bencana terjadi di desa.",5
Salah satu dari sepuluh objek wisata di yogyakarta,Gunung berapi ini adalah tentang 45 menit berkendara dari kota yogyakarta. Naik mobil ke tempat di dekat merapi golf course. Dan kemudian memiliki sebuah jip land Cruisser road berkendara ke daerah gunung berapi. Hotel ini indah dan pengalaman luar biasa.,4
Salah satu dari sepuluh objek wisata di yogyakarta,Gunung berapi ini adalah tentang 45 menit berkendara dari kota yogyakarta. Naik mobil ke tempat di dekat merapi golf course. Dan kemudian memiliki sebuah jip land Cruisser road berkendara ke daerah gunung berapi. Hotel ini indah dan pengalaman luar biasa.,4
Superior Tempat Jipnya Memperkuda Pengalaman,Apa yang kita mencintai tempat ini paling skarlatina jipnya memperkuda. itu benar-benar menarik untuk duduk di hotel bisa bermain jipnya bertonjol road. Hari kami mengunjungi tempat ini saat itu hujan dan cuaca benar-benar luar biasa. Termasuk jipnya memperkuda mengunjungi museum yang menunjukkan bahwa letusan gunung berapi membejatkan iakukan untuk desa.Jalan yang penuh dengan batu-batu sisa letusan gunung berapi alsas dari banyak tanaman hijau. Membuat sebuah titik untuk menikmati jeqp memperkuda untuk bersenang-senang.,5
Superior Tempat Jipnya Memperkuda Pengalaman,Apa yang kita mencintai tempat ini paling skarlatina jipnya memperkuda. itu benar-benar menarik untuk duduk di hotel bisa bermain jipnya bertonjol road. Hari kami mengunjungi tempat ini saat itu hujan dan cuaca benar-benar luar biasa. Termasuk jipnya memperkuda mengunjungi museum yang menunjukkan bahwa letusan gunung berapi membejatkan iakukan untuk desa.Jalan yang penuh dengan batu-batu sisa letusan gunung berapi alsas dari banyak tanaman hijau. Membuat sebuah titik untuk menikmati jeqp memperkuda untuk bersenang-senang.,5
Salah satu daya tarik daerah jogjakarta,"Jauh dari kota. Kami menyewa sebuah mobil dan sopir untuk sampai ke daerah umum, biaya sekitar Au $55. Kemudian kita mengambil sebuah jip dengan driver untuk lebih dekat dengan gunung berapi. Ada banyak di sekitar wilayah jip. Sopir kami membawa kami ke restoran favorit saya. Hari yang mahal tapi layak itu. Ada beberapa pilihan makan malam awal, kami mengambil 1,5 jam di sekitar terpendek. Jalan-jalan sangat kasar dan berdebu. Terbaik untuk pergi ketika itu tidak terlalu sibuk atau basah. Di jip tidak memiliki atap. Jika anda memiliki transportasi anda sendiri, anda mungkin dapat untuk mendapatkan ke museum tanpa menyewa sebuah jip area, yang biaya lebih Au $30. Kami mengambil waktu yang lama untuk sampai ke sana tetapi tidak jauh untuk kembali. Pasti ada jalan pintas.",5
