"","judul","rating","review"
"795","Kunjungi di risiko anda sendiri",5,"ini adalah sebuah gunung berapi yang meletus dalam    tahun jika anda baikbaik saja dengan ini kemudian melanjutkan seperti itu baik dari terbuka jipnya menunjukkan kerusakan  km dari gunung tinggi ini kami memesan di selama berjalan kaki gunung memperkuda lebih jauh dan di sana anda dapat melihat m dalam  km panjang dan saluran yang dibuat saat iava melalui perjalanan ini menakjubkan anda dapat mengumpulkan beberapa iava luar biasa jika anda suka"
"796","Puncak gunung merapi",4,"perjalanan itu keras tapi menyenangkan pemandu lokal kami yang ramah dan mereka membantu saya dan membawa saya ke puncak gunung saat kakiku membunuh saya pemandangan yang sangat luar biasa dan sangat tenang"
"797","Pemandangan yang memukau",3,"kami tidak punya kesempatan untuk melihat kawah berapi atau di malaysia yang di mana aku datang dari kota ini juga menjadi dekat  pengalaman pribadi mendaki merupakan sebuah tugas yang khusus bagi mereka dengan masalah onion ring setelah sampai di sana ada tidak diragukan lagi penyejukan sinar matahari juga kuat banyak sampah di sekitar menyeraki itu hanya merusak pemandangan berhatihati tentang pegunungan lokal panduan di sana  jam  biasanya di bawah tidak memberitahu anda waktu yang dibutuhkan untuk benarbenar menyelesaikan seluruh perjalanan kita dibayar di bawah  jam tambahan ekstra"
"798","Sebuah Tempat Untuk Mencerminkan",4,"kami butuh  menit di minggu pagi untuk mencapai  menit dan kemudian lain merapi jipnya mengunjungi berbagai tempat di situs di sekitar gunung berapi tempat yang tepat untuk mengingai akibat letusan gunung berapi sebagian rumah yang hancur kini dijadikan museum yang memperlihatkan dampak merusak pada aliran piroklastik ini adalah layak perjalanan sehari dari jogja"
"799","Jalan santai",5,"dibutuhkan waktu sekitar  jam untuk naik dan turun pemandangan yang indah  bintang hanya karena seluruh area tertutup plastik"
"800","Bagus Berkendara",4,"kami mengambil hr memperlarikan dan kami menikmati hotel ini saya seperti tua yr w memperlarikan tapi menyentuh melihat kerusakan pemandangannya sangat luar biasa"
"801","tidak semua orang cangkir teh",3,"menarik terutama untuk para penggemar dan letak geografis mereka yang ingin foto peluang terutama dengan lanskap namun juga tampan ayam berlar di antara lingkungan desa selain itu tidak ada banyak untuk melihat"
"802","Tapi, saya tidak pernah mengeluh!",5,"saya dan suami saya pergi trekking ke puncak gunung merapi musim panas ini itu indah dan layanan spektakuler namun satu hal yang harus diingat  pilihlah operator yang tepat tur panduan  kami tidak begitu beruntung kami memiliki panduan ke arah atas resor dan kami harus duduk dan menunggu lebih dari satu jam untuk matahari terbenam di angin dingin transportasi akan turun lagi adalah gabas di lutut dan permukaan keras dan licin jadi saran saya adalah untuk membawa trekking kutubkutubtips bawalah topi yang hangat sarung tinju hangat sweternya jaket tahan anginwaterpruf dan mendaki tiang anda akan percaya atau tidak akan dingin di atas jadi jika anda harus menunggu untuk itu seperti yang kita lakukan pastikan untuk membawa pakaian yang cukup untuk membuat anda tetap hangatjuga makanan ringan dan air yang cukup untuk terakhir jalur yang naik dan turun"
"803","sangat mendidik",5,"kami pergi sebagai sebuah keluarga dengan empat anakanak  dan mereka menikmati perjalanan  dan menemukan ini sangat menarik kamarnya sedikit bahasa inggris tapi kami punya panduan kami dengan kami yang memberitahu kami tentang sejarah gunung merapi kami ditunjukkan sebuah bunker dibuntutinya di mana orangorang lokal dan memunguti batu untuk menjual dan mencari batu permata kami juga akan ditampilkan berbagai museum dan berhenti di situs lain kami mengambil tur lagi anda tidak dapat pergi ke dekat kawah karena terlalu berbahaya tetapi masih sangat menarik"
"804","Itu adalah pengalaman mengemudi di sana dan museum menarik",4,"kami melanjutkan tur sepeda motor dengan sebagai kopi dan kami naik merapi yang cukup mengagumkan anda bisa berjalan ke medan kudakan dan pemandangan dari puncak menara sangat mengagumkan kami pergi ke museum yang menarik setengah jalan ke atas saya seharihari jika anda terbatas untuk waktu di jogja untuk tidak repotrepot tetapi jika tidak kemudian pergi untuk itu"
"805","Gunung berapi yang megah dengan banyak cerita di belakang",5,"untuk tiba di sana adalah lebih baik menyewa mobil perjalanan ke tertinggi road dan kemudian mengambil panduan dengan skuter untuk sampai ke sangat dianjurkan di perjalanan anda akan memiliki kesempatan untuk melihat gunung berapi rumah dibakar dan abunya berselimuntukan hewan dan desa ada banyak cerita tentang tempat ini apa panduan akan memberitahu anda tentang hal itu ketika aku berada di sana aku menyadari betapa kecil adalah manusia di depan kekuatan alam"
"806","Anda harus mengunjungi",4,"saya mengunjungi tempat ini saat aku nd aku coba pake motor cross dengan temanteman saya itu adalah pengalaman yang sangat baik saya sarankan anda untuk memilih motor membelintang dari telaga putri"
"807","Wajib dikunjungi!",5,"tempat ini luar biasa jangan lupa untuk mendapatkan di tur dengan iava jipnya itu sangat menarik dan pendidikan aku pergi ke sana lagi agar"
"808","Bermacam-Macam",5,"itu adalah malam pertama saya trekking dari hidupku hingga ke puncak gunung merapi transportasi yang mengerikan itu mendapat di jalan ketika itu gelap gulita mulai turun hujan dan kami tersesat namun aku menikmati pengalaman ini di mencapai berkonperensi semua yang kita ingat adalah bagaimana membuat masingmasingyang lain hahahahhahah kereta api memang kaki sebelum u mendapatkan di petualangan ini"
"809","Apakah untuk pergi!",5,"aku sendiri yang orang dan ini adalah pertama saya mendaki gunung pria di penerimaan hotel saya mengatakan aku memilih yang paling sulit dan sekarang aku harus mengatakan dia benar tetapi pemandangan dari kawah adalah sesuatu yang meninggalkan aku berkatakatatemanteman saya dan aku pergi ke hotel ini dari yogyakarta pm dan tiba di titik awal sampai tengah malam panduan yang ramah menawari kami teh dan kopi saya sarankan anda untuk membawa pakaian hangat seperti di awal adalah cukup dingin jaket hoodie dan angin akan melakukan setidaknya pada bulan agustus kepala senter dan sepatu trekking adalah penting kami adalah sekelompok  dan kami memiliki panduan dengan kami  untuk memenuhi berbagai langkah lambat cepat dan lambat kami mulai mendaki sekitar am dan secara keseluruhan itu sulit mendaki jalur ini benarbenar yang berpasir dan terjal menggabungkan ini dengan fakta bahwa itu adalah gelap dengan satusatunya pengecualian yang jamung dan anda dapat memahami situasi kami berhenti  kali akan kesempitan perhentian terakhir adalah  min seperti yang kita diperlukan untuk menunggu untuk awal matahari terbit untuk bagian terakhir seperti itu sangat sangat curam  dan lebih aman naik dengan sedikit cahaya bahkan jika itu cukup dingin untuk memiliki api menyala dan panduan kami berkumpul di sekeliling untuk pemanasanbagian terakhir adalah sulit tapi setelah anda mencapai puncak tidak ada masalah karena anda hanya perlu jublek oleh pemandangan plus ini adalah iess dibandingkan dengan gunung berapi lain tinggal di daerah ini ex bromo jadi ada hanya kami di atasnya itu luar biasaitu benarbenar indah di akhir lebih cepat tapi lebih mahal menurut pendapat saya dan jalan adalah pasir dan aku punya sepatu lari begitu menyelinap beberapa kali  ini tidak mudah tetapi pelayanannya di atas itu adalah salah satu fokus dari perjalanan saya ke indonesia"
"810","Mutlak harus-lakukan jika anda berada di yogyakarta!",5,"kami punya banyak di perjalanan ini kami mengharapkan lebih kami dua anak lakilaki pada umumnya akan naik gunung berapi ini dan kami setuju dengan harga minimal tur bersama ari di yogyakarta setelah di lereng namun kami runtuh dan setuju untuk satu jam tur brewery yang berubah menjadi dua jam dengan sopir yang ramah dan sangat senang kami lakukan high point adalah menakjubkan museum rumah kiri ketika mereka setelah  orang tewas dalam letusan di   tv dengan langitlangit seperti lukisan kaca maka dirusuk yogurt salad dan tulang sapi gencat dll dan lainlain  juga ada darura bunker yang tidak bekerja jadi itu semua sangat sedih dan semacam gelap kepariwisatawan keyek chernobyl skala yang sangat kecil tapi itu tidak menghentikan anakanak menikmati setiap saat dari offroad iava pada satu titik di sini seperti yang dilakukan dua kaki dan bumi itu masih benarbenar panas lima tahun kemudian jadi itu menyenangkan pendidikan dan sangat nyata hotel ini harga sebagai salah satu yang terbaik yang kami lakukan di indonesia"
"811","Proses akan ke merapi",5,"kembali ke zen bomeo tamasyawan untuk membuat pembayaran untuk layanan wisata idr  per pax masuk untuk semua layanan wisata sepanjang jalan prawirotaman dan itu adalah yang paling terjangkau orangorang di sana sangat ramah sopirnya juga sangat ramah dan membantu kami mencapai tempat di  pemandu wisata kami membawa kita teh panas itu sangat sangat dingin hotel ini baik untuk memakai sesuatu yang hangat nikmati memperhangat bloknotnya dengan anda jika anda takut kedinginan dengan beanie adalah baik jaket atau pakaian hangat dan angin gelombang besar sarung tangan akan baik untuk pergi kepala mengobori celana tebal dan bawa tas kecil di pagi hari ketika anda datang dari hotel anda akan mulai melepas pakaian anda begitu hangat ada banyak orang sehingga kami dibagi menjadi kelompokkelompok kecil dengan panduan untuk membawa kita kelompok saya adalah kecil tapi bersih saya tidak mampu memanjatmu sepantasny karena angin dingin dan aku cukup kekuk kami mengambil banyak tidur tapi mereka sangat sabar untuk menunggu kami ada banyak batu lepas dan sangat berpasir sehingga mengausi kaus kaki dan sepatu yang nyaman sebagian besar orangorang datang dan berkata i benarbenar jatuh semua jalan itu sangat menyenangkan dan semua orang akan terikat untuk dicoba naik dengan lebih mudah daripada turun anda dapat membawa botol air yang panas dan nikmati pemandangan dan minum tehair panas pemandangan air diperlukan ketika kita turun setelah kami kembali mereka disediakan kami dengan sarapan teh dan pisang kecil malam kami tidak semua lelah dan tidur di van dalam perjalanan kembali perjalanan baik dan nyaman dan bersih"
"812","Kami membeli sebuah jip!",4,"ini adalah tur brewery wd itu adalah tepat di dekat dan mereka memiliki beberapa pilihan untuk menunggu pendek atau panjang med cukup menyenangkan tapi tidak banyak untuk lakukan di sana hanya berjalanjalan berbahasa"
"813","Jeep Bertonjol Kudakan!",3,"tempat ini sangat komersial jika anda memiliki waktu tambahan berlanju di jogja kemudian pergi melihat tempat ini sangat bertonjol kudakan jeqp dan berdebu itu keren untuk melihat membejatkan dari merapi"
"814","Menakjubkan",4,"harus lihat pemandangan luar biasatapi ini adalah seperti gunung jika anda beruntung anda akan mendapatkan untuk melihat pemandangan iniaku menikmatinya dan waktu berikutnya akan mencoba untuk naik"
"815","Pemandangan fantastis",4,"kami pergi ke sana pada hari yang cerah cocok untuk fotografi alam tampilan di museum foto bagus gratis kopi atau minuman ringan yang termasuk dalam biaya masuk menyenangkan berkendara di hari yang baik"
"816","jangan.",1,"ini adalah tidak lebih dari sebuah mahal buangbuang waktu ini adalah tur teluk quarry dengan peluang untuk membeli beberapa suvenir"
"817","Gunung berapi paling aktif di indonesia",5,"kunjungi watch tower lihat posting taman yang indah di desa peledakan di gunung berapi dan lainlain jangan lupa untuk mencicipi tur iava"
"818","Perjalanan pukta",5,"merapi adalah gunung berapi di kota yogyakarta anda dapat berkendara ke sana di sekitar hs dari pusat kota yogyakarta anda dapat melihat pemandangan yang sangat indah dengan gunung merapi jipnya biasanya disebut iava wisata ada banyak paket dengan lebih banyak waktu dan tujuan paket termurah hanya k rupiah dan sekali lagi itu adalah harga yang sangat sangat layak dengan pengalaman yang anda bisa mendapatkan"
"819","jangan lupa untuk membawa masker karena jeqp memperkuda",4,"itu cukup jauh dari kota dan kami tiba di sana sangat terlambat kami tiba di sana sekitar    pmkami mengunjungi sebuah museum dengan sisa rumah setelah iava mengubur ini itu cukup dingin dan signifikan untuk menyadari bahwa hidup kita hanya bisa berakhi di setiap saatkemudian kami pergi ke bunker tempat  orang meninggal sm yang miskin aliran udara saat ledakan terjadi ketika u berjalan di atas bunker anda bisa melihat gunung merapi di atas dan ini adalah pemandangan yang indah alien dermimil adalah apaapa istimewa jika u memiliki beberapa waktu tambahan anda harus pergi di sini untuk mendapatkan udara segarada paket lain di mana anda dapat pergi untuk danau dan bermain barang lainnya juga"
"820","Menyenangkan naik ke gunung merapi",5,"siapapun yang datang untuk melihat gunung merapi harus mengambil tur selo jipnya dari semua jalan sampai ke bunker area sopir sangat terampil di akan melalui gabas lahan yang dulunya dipenuhi iava jadi bersiaplah untuk bertonjol sulit ada juga sebuah rumah yang dihancurkan oleh letusan iava pada  di mana pemilik telah membuat ini menjadi museum mini saya sangat merekomendasikan hotel ini jika anda datang ke yogyakarta"
"821","Pemandangan menakjubkan!",4,"ini adalah suatu keharusan jika anda mengunjungi yogyakarta wisata merapi jipnya adalah menarik ingat untuk mengambil lebih banyak foto"
"822","wow... Merapi",4,"kami menikmati perjalanan dan trekking di gunung yang paling menarik adalah untuk melihat tanah di beberapa bagian masih panas dan dingin keluar harus melihat"
"823","Pemandangan Yang Bagus",3,"pergi ke sana dengan suami saya pemandangan menakjubkan tapi transportasi ke sana adalah cukup keras anda dapat memilih untuk menyewa mobil atap terbuka dari masyarakat setempat atau hanya menyewa sepeda motor jika anda berani"
"824","Pengalaman yang luar biasa",5,"pengalaman yang harus melihat gunung berapi di indonesia merasakan kekuatan di dalam bumi merembes keluar melalui setom dan panas dapatkan kepetualangan dan menyewa sebuah jip kami tidak melakukan lintas alam seperti yang kita punya anakanak tetapi akan senang untuk kembali suatu hari"
"825","Harus pengalaman di jogja!",5,"pengalaman yang benarbenar pembuka mata bagi saya ada begitu banyak hal untuk mengenal dan mempelajari informasi dari letusan gunung berapi di masa lalu dan kelangsungan hidup dari tingkat desa baik jenis spesies flora yang unik dan banyak lagi mendapatkan kaki anda di bawah temui penduduk setempat berbicara dengan mereka melihat mereka mini museum dan berbicara dengan penduduk desa persewaan aa jipnya dan pergi sebanyak mungkin"
"826","Kamar tidur dan sangat menyenangkan",5,"merapi adalah sangat aktif pendakian ini adalah sama sekali tidak mudah karena membutuhkan waktu minimal   jam yang dianggap sebagai rigap untuk sampai ke puncak ketika anda berdiri di atas meskipun sangat besar dan mengesankan pastikan untuk mendaki di gunung berapi ini adalah aman sebelum anda pergi dan tidak pergi di musim hujan dengan hujan itu sangat berbahaya dan kadangkadang mustahil untuk pergi ke atas sangat dingin terlalu"
"827","Petualangan besar!",5,"jelajahi kawasan ini dengan menyewa sebuah jip dan sopir untuk membawa anda sekitar sebuah pengalaman baru dan petualangan yang benarbenar bagus mereka juga memiliki cita rasa teh dan jahe yang membuat berhenti oleh museum ini setelah letusan merapi reruntuh"
"828","Masih sangat aktif dan smokey",4,"tempat yang bagus untuk pergi untuk mengunjungi tapi ketahuilah ini masih sangat aktif dan telah pergi dua kali dalam lima tahun terakhir ini menimbulkan banyak kerugian jika kehidupan dan ternak hotel dekat dengan pusat lapangan golf yang selalu banyak jepang dan atau klcc sebagai hyatt hotel tidak jauh sangat berkelas tapi juga banyak lainnya besar tempat untuk menginap di area anda"
"829","Kunjungan unik",4,"diatur untuk mengunjungi gunung merapi ini menggunakan pemandu wisata dari hotel kami dan memiliki kunjungan yang luar biasa setibanya di lokasi kebutuhan untuk disewa jipnya lain yang akan membawa anda di sekitar properti dan juga di museum  daerah adalah sedikit kasar sehingga anakanak muda atau orang tua harus berhatihati saat mengunjungi memastikan anda menggunakan kacamata hitam topi dan tabir surya karena intensitas matahari adalah tinggi jika anda beruntung untuk mengunjungi pada malam hari yang jernih anda akan dapatkan pemandangan pegunungan yang luar biasa museum ini memiliki artefak menggeleparkan dari erupsi besar terakhir di  dan itu menarik untuk melihat tapi sedih yang diakibatkan kerusakan di wilayah tersebut panduan anda juga akan membawa anda dekat beberapa tempat yang masih panas dan anda dapat menyentuh beberapa batubatu panas anda juga dapat melihat bunker yang dibangun di wilayah ini ada beberapa berhenti di sepanjang jalan anda dapat mengambil untuk fotoini sangat direkomendasikan untuk melakukan tur dengan panduan anda memiliki pra diatur sehingga anda dapat memahami sejarah dan rincian ini adalah situs yang menakjubkan dan layak dikunjungi"
"830","Jeep off-road itu menarik kudakan",4,"untuk rib eye kita jarang punya kesempatan untuk menjelajahi alam gunung berapi aktif jangankkan pada itu sendiri jadi ini mungkin offroad itu menarik untuk kita semua mengingat bahwa itu cukup luas dan membawa kami ke tempattempat menarik di sekitar gunung berapi hotel ini adalah lokasi yang benarbenar selama perjalanan kami yang berarti kita tidak bisa melihat banyak tanaman hijau"
"831","Jeep Kepetualangan Kudakan!",4,"kami memiliki perjalanan petualangan di gunung merapi sopir membawa kami ke area wisata dengan jeep tua menurut dia ini adalah tentang  tahun jipnya kami benarbenar menikmati perjalanan ini adalah road track sepanjang jalan kami melewati oleh sungai yang dipenuhi iava sawah berkunjung ke batu alien dan melihat gunung berapi bangker dari jauhsopir membawa kami berakhir perjalanan dengan menyeberangi sungai yang nyata melalui old jipnya kami bersenangsenang selama perjalanan"
"832","Pengalaman Yang Baik",4,"berikut jipnya memperkuda iava di trek ini cukup menarik dan harus mencoba untuk mendapatkan pengalaman baik di lingkungan pegunungan berapi perjalanan waktu dapat menjadi sangat menantang tapi karena pengemudi profesional ini cukup aman"
"833","Mungkin kami hanya melanjutkan hari yang buruk...",2,"ada yang pendek menengah dan jangka panjang tetap anda harus mengambil tur untuk mendapatkan dekat dengan gunung berapi hari kami berada di sana hanya sebentar itu tidak tersedia karena jalan cerita dibasuhnya dari sesuatu seperti itu sebagian besar penduduk setempat bahkan mereka bekerja di pariwisata tidak berbicara bahasa inggris perjalanan yang seharusnya sekitar   hr atraksi  tapi ini adalah sangat mengecewakan kami selesai dalam waktu sekitar  menit tidak ada titik untuk mampir di museum  allcn kegoyangan  atau bunker mereka tidak layak  yang paling menyenangkan adalah jeqp memperkuda yang rendah bar digosipkannya"
"834","Khususnya yang sangat keras!",5,"saya memesan perjalanan mendaki ke gunung merapi di andrea hotel negeri di yogjakarta kami mengambil di hotel pm perjalanan ke titik awal mengambil  jam kemudian kami harus menunggu selama satu jam sebelum kami mulai mendaki kami memesan kopi dan teh kami mulai di  jam dan  menit setelah kupanjat seperti aku berkeringat dan berpikir hotel ini akan menjadi sangat sulit bagian pertama adalah sangat curam tapi jalan adalah baikbaik saja setelah  menit seperti jalan berubah menjadi pasirbatu jalan di mana anda harus pergi dan di mana anda menempatkan kaki anda karena hotel ini sangat gelap sulit untuk melihat di mana untuk menempatkan kaki anda aku punya dengan saya tapi saya sarankan berjalan  menit untuk membawa lampu kendaraan karena anda akan perlu kedua tangan kadangkadang untuk memanjatmu setelah   jam mendaki itu mulai hujan dan kami harus berteduh kami menunggu   jam di ada semacam aneh untuk cuaca membaik kami basah kuyup dan angin bertiup begitu keras ruangan yang sangat dingin setelah   jam menunggu para pemandu memutuskan untuk kepala jauh lebih berbahaya karena kondisi cuaca jadi kami turun lagi di jalan sangat licin jadi di samping kita telah kehilangan batu dan kerikil untuk khawatir tentang jalan yang basah dan licin karena pergaulannya yah aku menyelinap dan melihat hurted lutut saya tapi masih ok untuk turun perjalanan ini jauh lebih sulit maka jalan setelah  menit yang tampak seperti decending tungkaimu agernya dan otototot anda pertama adalah untuk menyakiti setelah   jam kami akhirnya berhasil turun decending aku yang dipahatkan kami turun dan menjelaskan bahwa kita tidak mendapatkan ke atas saya pikir itu masih sebuah pengalaman worthfull jika anda berencana untuk mendaki gunung berapi ini pastikan anda memiliki beberapa latihan sebelumnya di tebing atau di kondisi fisik yang sangat baik aku makan  kali seminggu tapi kaki saya tidak cukup terlatih untuk mendaki jika anda berkunjung ke hotel ini pada saat periode berikutnya membawa beberapa aspek dihematkan dan jas hujan juga bertanya memeriksa weatherforecasts untuk hujaan predicted di kawasan merapi jika hujan saya tidak akan repotrepot mencoba untuk di daki gunung berapi keberuntungan untuk para petualang yang akan mendaki gunung berapi yang mengesankan ini"
"835","Menu Makan Malam Awal",4,"gunung merapi adalah cukup menarik  pemandangan sejarah dan melacak iava yang layak dikunjungi kami memiliki offroad dengan jeep naik ke semua objek wisata dan perjalanan itu benarbenar layak kami bersenangsenang"
"836","Water park di merapi",5,"pengalaman yang luar biasa anda perlu untuk mengambil sebuah jip yang bisa muat  orangorang ideal untuk   rupiah karena kapal untuk pergi ke puncak dengan mobil kami normal unaccessible anda akan melihat pemandangan di mana mereka masih menggali pasir iava anda juga dapat melihat uap yang keluar dari tanah bahkan setelah  tahun dari letusan terakhir secara keseluruhan tempat ini sangat luar biasa panduan yang besar juga"
"837","Layak dikunjungi pada hari yang cerah",4,"sayangnya itu adalah benarbenar ketika aku pergi jadi tidak bisa melihat puncak gunung berapi benarbenar pengalaman yang menyenangkan dan makan malam awal adalah banyak menyenangkan"
"838","Tidak layak perjalanan matahari terbit yang biaya tambahan",3,"anda naik di sebuah jip bertonjol road dan semua yang mereka lakukan adalah membawa anda ke perkemahan jauh dari gunung matahari tidak bahkan empoh di belakang gunung tapi itu baik anda menunggu jam untuk penakut gunung tidak layak saya usd "
"839","Petualangan Besar!",5,"di sini anda dapat melakukan tur iava yang berarti bahwa anda dapat pergi di sekitar gunung merapi dengan menggunakan mobil jip anda dapat melihat apa yang tersisa dari letusan merapi"
"840","Visibilitas miskin",2,"ketika musim hujan april di jogja jadi ketika saya pergi ke lereng gunung merapi langit yang berawan membukut di gunung merapi dan aku tidak melihat apaapa aku kecewa"
"841","Pemandangan di pagi hari",4,"jika anda akan mengambil tur jeep mencoba yang satu ini di pagi hari karena awan gelundungkan di sekitar  am itu bagus dan tenang dan agak jauh dari kota dan angin sejuk di kaki pegunungan yang aku bisa hanya memiliki musim panas ini jika aku punya lebih banyak waktu dan persiapan dalam perjalanan saya"
"842","Hal kedua",5,"menyenangkan di akhir pekan kami mulai di atas am dan  dengan am dengan satu jam istirahat karena untuk hujan anakanak dan mereka tidak untuk yakin tetapi pemandangan dari atas adalah wort ini anda dapat uap belerang yang keluar dari kawah dengan sorotan dari perjalanan saya jika anda berada dalam kondisi baik dan telah melakukan beberapa hiking sebelum anda harus benarbenar melakukannya"
"843","Tempat yang mengagumkan untuk bepergian, dekat dengan alam",5,"tempat ini hanya menakjubkan anda dapat anda merasa begitu dekat dengan alam dan diri anda meninggalkan segala sesuatu dan hanya menikmati alam di sekitar anda pandangan ini begitu indah anda akan ingin tinggal selama berjamjam bentang alamnya juga sangat mengagumkan untuk yakin amazing property hanya untuk memiliki sebuah pesta untuk mata anda bukan hanya dengan melihatnya dan bahkan terus kamera di tas anda akan menyukai ini ke pusat"
"844","Pengalaman seumur hidup",5,"jika kebugaran tidak menjadi masalah pergi untuk mt merapi sunrise ekstrem perjalanan hiking ini adalah pembunuh mendaki tapi pemandangan dan mendapatkan pengalaman yang tak ternilai"
"845","Menarik",4,"tidak bisa melihat banyak karena awan tapi menarik namun demikian alam yang sangat indah road kualitas bisa lebih baik"
"846","Jeep naik harus",5,"perjalanan besar naik dan turun lereng gunung berapi ini adalah biaya tambahan di sekitar rp    rp   tip  layak ini adalah yang benar  jadi jika anda memiliki kembalilemah bentuk kembali masalah  silakan menghindari"
"847","Silakan pergi dan melihat ini",5,"hotel indah sangat bersih dan luas kamar balkon kecil yang indah kolam itu indah dan bersih dan layanan dan makanan di resturuant luar biasa pelayan melihat saya sedang digigit nyamuk karena kami duduk di luar jadi dia pergi dan menemukan saya beberapa semprotan tanpa diminta  layanan teffiric ini adalah salah satu dari beberapa hotel kami dari perjalanan yang tidak longgar pemesanan saya dan kamar saya siap layanan yang disediakan oleh resepsionis adalah atas harapan dan rumah tangga adalah sempurnadi jalan berikutnya atas ada banyak restauran dan merupakan intersesting bagian dari kotasaya tidak akan tinggal di tempat lain di yogyajika anda mencari pemandu wisata kami memiliki pengalaman luar biasa dengan suppy   hari tur dengan dirinya sendiri dan sopir harga yang sangat baik kami memiliki sekitar  jam tur untuk aud  dia tahu begitu banyak tentang daerah kuil sejarah dia sangat menyenangkan dan penuh perhatian selalu menonton langkah kami dan memberitahu kami ketika melayani dia membawa kami ke pasar lokal sehingga kami bisa mencoba baru dan menarik makanan dan buahbuahan  dia membuat perjalanan kami sesuatu yang kami tidak akan pernah lupa anda dapat menghubungi suppy di discoveryogyakarta  yahoo comsaya sangat merekomendasikan supys tours  anda tidak akan kecewa"
"848","Spektakuler!",5,"ini adalah salah satu pengalaman terbaik yang aku sudah sejauh ini saya sarankan anda mengambil hari penuh yang bagus sebelum melakukan hal ini pendakian ini dimulai dari base camp di am dan berakhir di sekitar am jika anda cukup cepat itu total  km tetapi sekali anda berada di sana kepenatan hanya berjalan pergi dan kemudian tentu saja datang kembali ketika anda turun untuk kembali ke base camp "
"849","Perjalanan yang menarik - malu tentang clouds",4,"jangan berasumsi anda akan mendapatkan pemandangan yang bagus the cloud base adalah sangat rendah ketika saya pergi di musim hujaningatlah apa pun yang anda membayar untuk tamasya four wheel jeep naik di k per jeep adalah sebuah tambahkan di  hal ini tidak akan menjadi sangat menarik tanpa itu anda mendapatkan untuk melihat setelah letusan  ini yang saya temukan menarik terkesan pada saya yang mengagumkan power bersembunyi di setiap gunung berapitetapi pemandangan tidak ada di sana  lagi hd besar mungkin kunjungan pagi hari atau mungkin tidak di musim hujan anda dapat memenangkan mereka semua saya masih senang telah meskipun"
"850","Wow... perjalanan",5,"benarbenar menikmati perjalanan ke bunker point meskipun hujan setengah jalan up tapi itu memang sebuah petualangan bagi sayadan tibatiba saya sedih oleh akibat di  setelah menyaksikan naga emas salah satu house memukul oleh tragedi disebut omahku memoriku berarti rumah saya ingatanku anda bahkan dapat melihat tulang sapi diperlihatkan dalam gedung itu adalah pengalaman seperti tidak ada yang lain dan yeah merapi masih aktif meskipun"
"851","SALAH SATU GUNUNG BERAPI AKTIF DI INDONESIA",4,"gunung merapi merupakan salah satu gunung berapi aktif di indonesia suasana bagus itu dingin dan udara segar kami naik sepeda dan pergi sekitar kami tidak naik karena hanya tidak waktu yang tepat untuk melakukannya saya tidak bisa mendapatkan kesempatan untuk mengunjungi hotel ini ketika itu masih allright dan masih bersih semuanya masih di tempat ini sebelum ledakan pertama"
"852","Mengambil tur jeep",4,"ini adalah tempat yang bagus untuk mengunjungi paket ini bersama dengan bororbudur kunjungi ada sepeda motor wisata yang tersedia mereka hanya akan mengambil anda untuk perjalanan singkat mengambil tur jeep itu adalah pembuka mata untuk melihat betapa buruknya letusan vulkanik dapat membawa jaket cahaya"
"853","menyukai view",5,"merapi adalah gunung berapi paling aktif di indonesia saya takut tapi keluarga saya ingin melihatnya maka saya hanya mengikuti mereka ketika kami tiba di sana kami sangat bahagia karena merapi begitu indah saya suka pemandangannya mari kita kembali ke alam "
"854","Gunung api",4,"itu dingin di ketinggian  desadesa sepanjang perjalanan adalah layak dikunjungi mengambil waktu dan menjelajahi jika meledak ini adalah keluar dari batas tentu saja lihat betapa reveg telah terjadi sejak terakhir letusan mengambil bus dari jogja  itu murah"
"855","Raksasa yang tak pernah tidur",4,"di bawah anda dapat menyewa sepeda atau hanya meminta lokal untuk memberikan anda tumpangan ke rintangan pertama biasanya sebatang pohon telah tumbang atau lava sisa ini yang berani lanjut kaki sampai hambatan lain biasanya jalur menghilang di bawah kekacauan yang disebabkan oleh lava dan sepertinya tidak ada orang yang membersihkanrenovasi itu saya tidak tahu apakah anda dapat mendaki ke atas tetapi desasdesus itu beberapa gila alpinists mencoba untuk mendaki sejauh mungkin lagian layak dikunjungi"
"856","Tempat yang mengagumkan",4,"ini adalah pertama kalinya mengunjungi gunung berapi suryadi baik kami sangat hebat meskipun bahasa inggrisnya ratarata ia menjelaskan banyak quote halhal ini adalah jenis seperti roller coaster dan ia dikenakan kami  untuk dua dan ia mengatakan bahwa ia dapat mengambil  orang untuk biaya yang sama dia juga menawarkan kami vegetarian murni barang untuk makan di rumah yang adalah agak sulit untuk menemukan di indonesia ketan dengan kedelai manis dan tahu itu menakjubkan dan begitu juga anaknya yani"
"857","Nice perjalanan",4,"itu bagus untuk tur daerah ini dengan jeep meskipun bergelombang trails benarbenar bisa memberikan gambaran adrenalin kami pun cukup beruntung karena hujan berakhir ketika kami tentang untuk memulai wisata kami jadi udaranya sejuk dan pemandangan sangat jernih pemandu wisata kami adalah juga sangat sabar dalam menjelaskan setiap detail untuk kami dan membantu kami untuk mengambil foto setiap kali kami butuhkan memang pengalaman yang mengesankan"
